ID	Description	Count	GeneRatio	geneID
GO:0050793	GO:0050793	regulation of developmental process	51	51/626	Ctla2a/Fgf10/Slitrk5/Adamts12/Rims2/Zfpm2/Rspo2/Chodl/Slc39a12/Col5a1/Olfm1/Ntng2/Arhgap15/Lrrc4c/Bdnf/Sema6d/Syndig1/Nlgn1/Fat4/Dhx36/Slitrk3/Ntng1/Unc5c/Bmpr1b/Lingo2/Tmem215/Ccl19/Grin3a/Brinp1/Ptprd/Dab1/Elavl4/Agbl4/Skint1/Sema3a/Hgf/G6pd2/Adgrl3/Plxna4/Ptn/Kel/Grid2/Atoh1/Tacstd2/Lrrtm1/Reg1/Reg3g/Lrrtm4/Cntn4/Lrrn1/Pira2
GO:0007155	GO:0007155	cell adhesion	50	50/626	Edil3/Pcdh17/Pcdh20/Pcdh9/Itgbl1/Adamts12/Cdh9/Cdh10/Cdh12/Cdh18/Angpt1/Cadm2/Ncam2/Hacd1/Col5a1/Ntng2/Lrrc4c/Ptprt/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Nlgn1/Fat4/Pcdh10/Slitrk3/Flg2/Ntng1/Negr1/Ccl19/Ccl21a/Astn2/Ptprd/Dab1/Skint1/Magi2/Pcdh7/Adgrl3/Epha5/Plxna4/Ptn/Cntnap2/Grid2/Tacstd2/Ctnna2/Fbln2/Cntn3/Chl1/Cntn6/Cntn4
GO:0051240	GO:0051240	positive regulation of multicellular organismal process	47	47/626	Fgf10/Slitrk5/Rims2/Zfpm2/Chodl/Slc39a12/Dbh/Bdnf/Syndig1/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Nlgn1/Pex5l/Dhx36/Slitrk3/Pdgfc/Chil5/Chia1/Chil3/Chil4/Chil6/Tacr3/Bmpr1b/Cnr1/Lingo2/Ccl19/Ccl21a/Ptprd/Pde4b/Skint1/Sema3a/Cacna2d1/Hgf/Rbm47/Adgrl3/Plxna4/Ptn/Cntnap2/Grid2/Lrrtm1/Lrrtm4/Lrrn1/Clec4n/Clec4d/Clec4e
GO:0002682	GO:0002682	regulation of immune system process	46	46/626	Ctla2a/Fgf10/Tlr11/C7/Angpt1/Fpr3/Fpr-rs4/Fpr-rs3/H2-M11/H2-M9/H2-M1/H2-M2/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Dhx36/Bank1/Cnr1/Ccl19/Ccl21a/Ptprd/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Rbm47/Ptn/Pip/Sval2/Sval1/Sval3/Sva/Reg3g/Clec4b2/Clec4n/Clec4d/Clec4e/Pira2
GO:0065009	GO:0065009	regulation of molecular function	46	46/626	Slc24a4/Serpina3j/Serpina3k/Serpina3k/Serpina3m/Serpina3m/Tcl1b2/Tcl1b1/Tcl1b5/Tcl1b3/Ctsj/Ctsq/Hcn1/Fgf10/Ang6/Ang4/Fgf14/Angpt1/Dynlt1c/Arhgap15/Bdnf/Cst10/Ptprt/Nlgn1/Pdgfc/Pifo/Cnr1/Ccl19/Ccl21a/Pde4b/Dab1/Pclo/Cacna2d1/Hgf/Magi2/Ldb2/Epha5/Csn2/Odam/Calcr/Plxna4/Dgki/Tcaf1/Crbn/Mug1/Mug2
GO:0006955	GO:0006955	immune response	43	43/626	Ctsj/Ctsq/Ang6/Tlr11/Ang4/C7/Angpt1/Fpr3/Fpr-rs4/Fpr-rs3/H2-M11/H2-M9/H2-M1/H2-M2/Kynu/Dhx36/Cnr1/Ccl27b/Ccl19/Ccl21a/Ptprd/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Rbm47/Reg2/Reg1/Reg3g/Clec4a4/Clec4b1/Clec4a2/Clec4b2/Clec4n/Clec4d/Clec4e
GO:0007610	GO:0007610	behavior	42	42/626	Slc24a4/Htr1a/Hcn1/Pcdh17/Klhl1/Slitrk5/Fgf14/Oxr1/Grik1/Esp1/Sorcs3/Dbh/Tbr1/Slc4a10/Scn2a/Scn1a/Scn9a/Bdnf/Cyp7b1/Nlgn1/Glrb/Kcna2/Tacr3/Negr1/Cnr1/Mup1/Brinp1/Slc24a2/Dab1/Elavl4/Adam22/Adgrl3/Foxp2/Kcnd2/Ptn/Dgki/Cntnap2/Lrrtm1/Reg2/Chl1/Crbn/Grm7
GO:0009719	GO:0009719	response to endogenous stimulus	42	42/626	Slc24a4/Serpina3k/Serpina3k/Serpina3m/Serpina3m/Htr1a/Hcn1/Fgf10/Ang6/Ang4/Adamts12/Angpt1/Htr1f/Adamtsl2/Bdnf/Cyp7b1/Fat4/Veph1/Fstl5/Gria2/Pdgfc/Kcnd3/Bmpr1b/Ccl19/Ccl21a/Pappa/Sh3gl2/Pde4b/Cacna2d1/Hgf/Magi2/Gabrb1/Epha5/Csn1s1/Calcr/Chrm2/Sva/Cntnap2/Reg2/Reg1/Reg3g/Lmo3
GO:0048870	GO:0048870	cell motility	40	40/626	Mctp1/Fgf10/Ang6/Ang4/Stc1/Gpc5/Itgbl1/Spef2/Adamts12/Angpt1/Dbh/Col5a1/Ntng2/Fsip2/Sema6d/Ptprt/Cyp7b1/Pdgfc/Ntng1/Tacr3/Unc5c/Ccl19/Ccl21a/Astn2/Pde4b/Dab1/Sema3a/Hgf/Magi2/Ldb2/Cox7b2/Adgrl3/Cabs1/Plxna4/Ptn/Tcaf1/Atoh1/Tacstd2/Ctnna2/Chl1
GO:0044281	GO:0044281	small molecule metabolic process	37	37/626	Acot10/St6gal2/Cyp2c67/Cyp2c68/Cyp2c40/Hacd1/Malrd1/Gad2/Dbh/Sardh/Kynu/Pde1a/Hao1/Sptlc3/Macrod2/Cyp7b1/Dpyd/Pdha2/Sdr16c5/Cnr1/Mup1/Aldoart1/Cyp2j12/Cyp2j7/Cyp2j11/Cyp2j8/Cyp4a12a/Cyp4a12b/Cyp4a30b/Cyp4a14/Cyp4a10/Cyp4a31/Cyp4a32/G6pd2/Tecrl/Ugt2b37/Moxd2
GO:0002684	GO:0002684	positive regulation of immune system process	36	36/626	Fgf10/Tlr11/C7/Fpr3/Fpr-rs4/Fpr-rs3/H2-M11/H2-M9/H2-M1/H2-M2/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Dhx36/Cnr1/Ccl19/Ccl21a/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Rbm47/Ptn/Reg3g/Clec4b2/Clec4n/Clec4d/Clec4e
GO:0009892	GO:0009892	negative regulation of metabolic process	36	36/626	Serpina3j/Serpina3k/Serpina3k/Serpina3m/Serpina3m/Ctla2a/2610042L04Rik/Gfra2/Zfpm2/Oxr1/Angpt1/Tcp10a/Celf2/Malrd1/Tbr1/Trim44/Slc24a3/Cst10/Ptprt/Bhlhe22/Dhx36/Bank1/Sdr16c5/Cnr1/Mup1/Sh3gl2/Elavl4/Hgf/Ldb2/G6pd2/Rbm47/Csn2/Calcr/Foxp2/Mug1/Mug2
GO:0008219	GO:0008219	cell death	36	36/626	Ctsj/Ctsq/Fgf10/Xkr6/Zfpm2/Oxr1/Angpt1/Dynlt1c/Rps6ka2/Fndc1/Pacrg/Kcnh8/Dbh/Olfm1/Scn2a/Pde1a/Bdnf/Chia1/Unc5c/Bmpr1b/Cnr1/Tmem215/Ccl19/Ccl21a/Brinp1/Sema3a/Hgf/G6pd2/Calcr/Ptn/Pip/Grid2/Atoh1/Gm20594/Chl1/Grm7
GO:0009056	GO:0009056	catabolic process	35	35/626	Ctsj/Ctsq/Ang4/Adamts12/Fbxl7/Lipi/Gad2/Hnmt/Dbh/Sardh/Kynu/Psmd14/Pde1a/Hao1/Dhx36/Sis/Tdpoz5/Chil5/Chia1/Chil3/Chil4/Chil6/Dpyd/Mmp16/Cnr1/Pappa/Aldoart1/Elavl4/Agbl4/Rbm47/Calcr/Mgam/Moxd2/Gm9008/Crbn
GO:0023056	GO:0023056	positive regulation of signaling	35	35/626	Ctsj/Ctsq/Fgf10/Gpc5/Nalcn/Rims2/Angpt1/Rspo2/Grik1/Dynlt1c/Trim44/Bdnf/Nlgn1/Pex5l/Dhx36/Gria2/Pdgfc/Bank1/Bmpr1b/Ccl19/Ccl21a/Mup1/Slc24a2/Hgf/Evc/Rbm47/Calcr/Ptn/Dgki/Lrrtm1/Cntn6/Crbn/Clec4n/Clec4d/Lmo3
GO:0051050	GO:0051050	positive regulation of transport	33	33/626	Pcsk1/Hcn1/Ang6/Ang4/Stc1/Fgf14/Rims2/Angpt1/Grik1/Malrd1/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Nlgn1/Pex5l/Ccl19/Ccl21a/Cyp4a12a/Cyp4a12b/Cyp4a30b/Cyp4a14/Cyp4a10/Cyp4a31/Cyp4a32/Pclo/Cacna2d1/Magi2/Dpp6/G6pd2/Calcr/Tcaf1/Clec4b1
GO:0051094	GO:0051094	positive regulation of developmental process	32	32/626	Fgf10/Slitrk5/Rims2/Zfpm2/Chodl/Slc39a12/Bdnf/Syndig1/Nlgn1/Dhx36/Slitrk3/Unc5c/Bmpr1b/Lingo2/Ccl19/Brinp1/Ptprd/Dab1/Elavl4/Skint1/Sema3a/Hgf/Adgrl3/Plxna4/Ptn/Grid2/Atoh1/Tacstd2/Lrrtm1/Reg1/Lrrtm4/Lrrn1
GO:0051707	GO:0051707	response to other organism	27	27/626	Ang6/Tlr11/Ang4/Kynu/Scn7a/Trim44/Macrod2/Naaladl2/Dhx36/Bank1/Cnr1/Ccl27b/Ccl19/Ccl21a/Pde4b/Agbl4/Rbm47/Reg2/Reg1/Reg3g/Clec4a4/Clec4b1/Clec4a2/Clec4b2/Clec4n/Clec4d/Clec4e
GO:0009607	GO:0009607	response to biotic stimulus	27	27/626	Ang6/Tlr11/Ang4/Kynu/Scn7a/Trim44/Macrod2/Naaladl2/Dhx36/Bank1/Cnr1/Ccl27b/Ccl19/Ccl21a/Pde4b/Agbl4/Rbm47/Reg2/Reg1/Reg3g/Clec4a4/Clec4b1/Clec4a2/Clec4b2/Clec4n/Clec4d/Clec4e
GO:0008283	GO:0008283	cell population proliferation	26	26/626	Fgf10/Ang6/Ang4/Stc1/Zfpm2/Angpt1/Rps6ka2/Dbh/Pde1a/Bdnf/Cyp7b1/Fat4/Pdgfc/Sdr16c5/Mmp16/Ccl19/Agbl4/Hgf/Magi2/Foxp2/Ptn/Cntnap2/Tacstd2/Reg2/Reg1/Reg3g
GO:0022414	GO:0022414	reproductive process	25	25/626	Fgf10/Mroh2b/Spef2/Zfpm2/Angpt1/Rps6ka2/Pacrg/Esp1/Dbh/Fsip2/Cyp7b1/Dhx36/Gpr149/Glrb/Tacr3/Unc5c/Bmpr1b/Cnr1/Spaca1/Brinp1/Sema3a/Cox7b2/Cabs1/Ptn/Mug1
GO:0023057	GO:0023057	negative regulation of signaling	25	25/626	Slc24a4/Hcn1/Fgf10/Pcdh17/Adamts12/Grik1/Sorcs3/Adamtsl2/Bdnf/Ptprt/Cyp7b1/Veph1/Bank1/Mup1/Ptprd/Slc24a2/Pde4b/Dab1/Hgf/Magi2/Dgki/Cntnap2/Pde1c/Grid2/Lmo3
GO:0001816	GO:0001816	cytokine production	25	25/626	Angpt1/Dbh/Dhx36/Chil5/Chia1/Chil3/Chil4/Chil6/Bank1/Ccl19/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Hgf/Rbm47/Clec4n/Clec4e
GO:0048585	GO:0048585	negative regulation of response to stimulus	25	25/626	Slc24a4/Ctla2a/Mctp1/Fgf10/Adamts12/Oxr1/Adamtsl2/Bdnf/Sema6d/Ptprt/Cyp7b1/Veph1/Bank1/Grin3a/Mup1/Ptprd/Pde4b/Dab1/Sema3a/Hgf/Magi2/Pde1c/Grid2/Ctnna2/Lmo3
GO:0140352	GO:0140352	export from cell	23	23/626	Slc24a4/Pcsk1/Mctp1/Htr1a/Rab3c/Fgf10/Ang6/Ang4/Rims2/Malrd1/Bdnf/Nlgn1/Pex5l/Kcnd3/Kcna2/Cnr1/Mup1/Pclo/Epha5/Grm8/Dgki/Pde1c/Grm7
GO:0051241	GO:0051241	negative regulation of multicellular organismal process	23	23/626	Stc1/Adamts12/Zfpm2/Angpt1/Rspo2/Bdnf/Sema6d/Gpr149/Bank1/Cnr1/Brinp1/Pde4b/Dab1/Sema3a/Hgf/G6pd2/Calcr/Ptn/Cntnap2/Atoh1/Tacstd2/Reg3g/Pira2
GO:0040012	GO:0040012	regulation of locomotion	23	23/626	Mctp1/Fgf10/Stc1/Angpt1/Ntng2/Tbr1/Sema6d/Ptprt/Pdgfc/Ntng1/Tacr3/Unc5c/Ccl19/Ccl21a/Sema3a/Hgf/Magi2/Ldb2/Plxna4/Ptn/Tcaf1/Tacstd2/Ctnna2
GO:0042330	GO:0042330	taxis	23	23/626	Fgf10/Angpt1/Epha6/Fpr3/Fpr-rs3/Tbr1/Bdnf/Sema6d/Cyp7b1/Unc5c/Bmpr1b/Ccl19/Ccl21a/Pde4b/Sema3a/Hgf/Epha5/Plxna4/Ptn/Atoh1/Chl1/Cntn6/Cntn4
GO:0048878	GO:0048878	chemical homeostasis	22	22/626	Slc24a4/Stc1/C7/Slc39a12/Malrd1/Dbh/Slc4a10/Scn7a/Ryr3/Slc24a3/Cst10/Cyp7b1/Cnr1/Ccl19/Ccl21a/Mup1/Slc24a2/Epha5/Kel/Pde1c/Reg1/Clec4b1
GO:0048589	GO:0048589	developmental growth	20	20/626	Fgf10/Stc1/Rims2/Zfpm2/Rspo2/Olfm1/Slc4a10/Bdnf/Sema6d/Cst10/Gpr149/Bmpr1b/Sh3gl2/Sema3a/Evc/G6pd2/Plxna4/Ptn/Cntnap2/Reg1
GO:0048646	GO:0048646	anatomical structure formation involved in morphogenesis	20	20/626	Slc24a4/Fgf10/Ang6/Ang4/Zfpm2/Angpt1/Slc39a12/Nebl/Col5a1/Tbr1/Fjx1/Ugt8a/Spaca1/Tmem215/Hgf/Epha5/Thsd7a/Foxp2/Ptn/Grid2
GO:0051093	GO:0051093	negative regulation of developmental process	20	20/626	Fgf10/Adamts12/Zfpm2/Rspo2/Col5a1/Bdnf/Sema6d/Nlgn1/Tmem215/Grin3a/Brinp1/Dab1/Sema3a/G6pd2/Ptn/Atoh1/Tacstd2/Reg3g/Cntn4/Pira2
GO:0009628	GO:0009628	response to abiotic stimulus	20	20/626	Slc24a4/Ang6/Ang4/Nox3/Fndc1/Dbh/Slc4a10/Scn2a/Scn1a/Scn9a/Ano3/Dhx36/Col11a1/Tacr3/Pde4b/Foxp2/Kcnd2/Grm8/Ptn/Cntnap2
GO:0002253	GO:0002253	activation of immune response	19	19/626	Tlr11/C7/Fpr3/Fpr-rs4/Fpr-rs3/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Reg3g/Clec4n/Clec4e
GO:0003006	GO:0003006	developmental process involved in reproduction	18	18/626	Fgf10/Mroh2b/Spef2/Zfpm2/Angpt1/Rps6ka2/Pacrg/Fsip2/Cyp7b1/Dhx36/Gpr149/Unc5c/Bmpr1b/Spaca1/Sema3a/Cox7b2/Cabs1/Ptn
GO:0019725	GO:0019725	cellular homeostasis	18	18/626	Slc24a4/Stc1/C7/Slc39a12/Slc4a10/Scn7a/Ryr3/Slc24a3/Cst10/Cnr1/Ccl19/Ccl21a/Mup1/Slc24a2/Epha5/Kel/Pde1c/Clec4b1
GO:0032504	GO:0032504	multicellular organism reproduction	16	16/626	Mroh2b/Spef2/Rps6ka2/Pacrg/Esp1/Dbh/Fsip2/Dhx36/Gpr149/Bmpr1b/Cnr1/Spaca1/Brinp1/Cox7b2/Cabs1/Ptn
GO:0030029	GO:0030029	actin filament-based process	16	16/626	Fgf10/Stc1/Tpm3-rs7/Nebl/Myo3a/Scn1a/Ccl21a/Frmd3/Sh3gl2/Pde4b/Cacna2d1/Epha5/Odam/Thsd7a/Tacstd2/Ctnna2
GO:0019953	GO:0019953	sexual reproduction	13	13/626	Mroh2b/Spef2/Rps6ka2/Pacrg/Fsip2/Dhx36/Gpr149/Glrb/Bmpr1b/Spaca1/Cox7b2/Cabs1/Ptn
GO:0045321	GO:0045321	leukocyte activation	13	13/626	Ctla2a/Fgf10/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Bank1/Cnr1/Ccl19/Ccl21a/Skint1/Clec4d/Clec4e
GO:0001775	GO:0001775	cell activation	13	13/626	Ctla2a/Fgf10/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Bank1/Cnr1/Ccl19/Ccl21a/Skint1/Clec4d/Clec4e
GO:0048609	GO:0048609	multicellular organismal reproductive process	13	13/626	Mroh2b/Spef2/Rps6ka2/Pacrg/Fsip2/Dhx36/Gpr149/Bmpr1b/Cnr1/Spaca1/Cox7b2/Cabs1/Ptn
GO:0002252	GO:0002252	immune effector process	11	11/626	C7/Angpt1/H2-M11/H2-M9/H2-M1/H2-M2/Dbh/Dhx36/Ccl19/Clec4d/Clec4e
GO:0001503	GO:0001503	ossification	11	11/626	Stc1/Adamts12/Rspo2/Slc24a3/Cst10/Fat4/Dhx36/Bmpr1b/Mmp16/Calcr/Ptn
GO:0051051	GO:0051051	negative regulation of transport	11	11/626	Mctp1/Htr1a/Stc1/Angpt1/Cnr1/Mup1/Kel/Pde1c/Lrrtm1/Crbn/Grm7
GO:0051640	GO:0051640	organelle localization	11	11/626	Rab3c/Fgf10/Pcdh17/Rims2/Syndig1/Nlgn1/1700009N14Rik/Dab1/Agbl4/Pclo/Magi2
GO:0007017	GO:0007017	microtubule-based process	10	10/626	Htr1a/Fgf10/Spef2/Tcp10a/Slc39a12/Fsip2/Tacr3/Cntln/Agbl4/Cabs1
GO:0016049	GO:0016049	cell growth	10	10/626	Rims2/Olfm1/Bdnf/Sema6d/Cst10/Sh3gl2/Sema3a/G6pd2/Plxna4/Reg1
GO:0048871	GO:0048871	multicellular organismal-level homeostasis	10	10/626	Angpt1/Nox3/Dbh/Pdgfc/Cnr1/Mup1/Sh3gl2/Pde4b/Ldb2/G6pd2
GO:0021700	GO:0021700	developmental maturation	10	10/626	Slc24a4/Adamts12/Rps6ka2/Cst10/Nlgn1/Fat4/Ccl19/Ccl21a/G6pd2/Cntnap2
GO:0040013	GO:0040013	negative regulation of locomotion	10	10/626	Mctp1/Stc1/Sema6d/Ptprt/Ccl21a/Sema3a/Magi2/Ptn/Tcaf1/Tacstd2
GO:0040017	GO:0040017	positive regulation of locomotion	10	10/626	Fgf10/Angpt1/Sema6d/Pdgfc/Tacr3/Ccl19/Ccl21a/Sema3a/Hgf/Ptn
GO:0051606	GO:0051606	detection of stimulus	10	10/626	Slc24a4/Nox3/Scn1a/Scn9a/Ano3/Col11a1/Grm8/Pip/Clec4n/Tas2r113
GO:0033555	GO:0033555	multicellular organismal response to stress	9	9/626	Htr1a/Hcn1/Grik1/Dbh/Scn9a/Bdnf/Brinp1/Cntnap2/Grm7
GO:0040008	GO:0040008	regulation of growth	9	9/626	Rims2/Zfpm2/Olfm1/Bdnf/Sema6d/Sema3a/G6pd2/Plxna4/Reg1
GO:0007623	GO:0007623	circadian rhythm	9	9/626	Scn9a/Bdnf/Cyp7b1/Nlgn1/Kcna2/Dpyd/Mup1/Kcnd2/Cntnap2
GO:0019882	GO:0019882	antigen processing and presentation	8	8/626	Rab3c/H2-M11/H2-M9/H2-M1/H2-M2/Ccl19/Ccl21a/Clec4b2
GO:0007049	GO:0007049	cell cycle	8	8/626	Fgf10/Fbxl7/Rps6ka2/Tcp10a/Hacd1/Brinp1/Cntln/Tmprss11a
GO:0022412	GO:0022412	cellular process involved in reproduction in multicellular organism	8	8/626	Spef2/Rps6ka2/Pacrg/Fsip2/Gpr149/Bmpr1b/Spaca1/Ptn
GO:0070085	GO:0070085	glycosylation	7	7/626	St6gal2/Galnt13/Galnt5/Slc4a10/B3galt1/Galnt17/Grm7
GO:0001906	GO:0001906	cell killing	7	7/626	H2-M11/H2-M9/H2-M1/H2-M2/Ccl27b/Ccl19/Ccl21a
GO:0007272	GO:0007272	ensheathment of neurons	7	7/626	Ugt8a/Adam22/Hgf/Ptn/Kel/Cntnap2/Reg2
GO:0008037	GO:0008037	cell recognition	7	7/626	Bdnf/Cnr1/Ccl19/Ccl21a/Sema3a/Cntnap2/Cntn6
GO:2000241	GO:2000241	regulation of reproductive process	7	7/626	Zfpm2/Rps6ka2/Gpr149/Tacr3/Unc5c/Cnr1/Sema3a
GO:0001763	GO:0001763	morphogenesis of a branching structure	7	7/626	Fgf10/Angpt1/Rspo2/Fat4/Sema3a/Hgf/Tacstd2
GO:0007389	GO:0007389	pattern specification process	7	7/626	Fgf10/Stc1/Tbr1/Bhlhe22/Pifo/Bmpr1b/Sema3a
GO:0035265	GO:0035265	organ growth	7	7/626	Fgf10/Stc1/Zfpm2/Rspo2/Cst10/Evc/G6pd2
GO:1905954	GO:1905954	positive regulation of lipid localization	7	7/626	Cyp4a12a/Cyp4a12b/Cyp4a30b/Cyp4a14/Cyp4a10/Cyp4a31/Cyp4a32
GO:0050900	GO:0050900	leukocyte migration	6	6/626	Dbh/Cyp7b1/Ccl19/Ccl21a/Pde4b/Ptn
GO:0022402	GO:0022402	cell cycle process	6	6/626	Fgf10/Fbxl7/Rps6ka2/Tcp10a/Hacd1/Cntln
GO:0002683	GO:0002683	negative regulation of immune system process	5	5/626	Angpt1/Bank1/Cnr1/Ccl21a/Pira2
GO:0042445	GO:0042445	hormone metabolic process	5	5/626	Pcsk1/Pcsk2/Bmpr1b/Sdr16c5/Ugt2b37
GO:0097722	GO:0097722	sperm motility	5	5/626	Spef2/Fsip2/Tacr3/Cox7b2/Cabs1
GO:0002532	GO:0002532	production of molecular mediator involved in inflammatory response	5	5/626	Chil5/Chia1/Chil3/Chil4/Chil6
GO:0090130	GO:0090130	tissue migration	5	5/626	Fgf10/Stc1/Angpt1/Sema3a/Tacstd2
GO:0098900	GO:0098900	regulation of action potential	5	5/626	Hcn1/Scn9a/Cnr1/Cacna2d1/Cntnap2
GO:0031503	GO:0031503	protein-containing complex localization	5	5/626	Nlgn1/Lrrc7/1700009N14Rik/Adam22/Magi2
GO:0051235	GO:0051235	maintenance of location	5	5/626	Pex5l/Ccl19/Ccl21a/Mup1/Clec4b1
GO:0140029	GO:0140029	exocytic process	4	4/626	Rab3c/Rims2/Nlgn1/Pclo
GO:0019098	GO:0019098	reproductive behavior	4	4/626	Esp1/Dbh/Cnr1/Brinp1
GO:2000243	GO:2000243	positive regulation of reproductive process	4	4/626	Zfpm2/Tacr3/Unc5c/Sema3a
GO:0007586	GO:0007586	digestion	4	4/626	Fgf10/Cyp7b1/Slc26a7/Prss2
GO:0009791	GO:0009791	post-embryonic development	4	4/626	Slc4a10/Scn9a/Grxcr1/Foxp2
GO:0048532	GO:0048532	anatomical structure arrangement	4	4/626	Kcna2/Dab1/Sema3a/Plxna4
GO:0045927	GO:0045927	positive regulation of growth	4	4/626	Rims2/Zfpm2/Bdnf/Reg1
GO:0045759	GO:0045759	negative regulation of action potential	4	4/626	Hcn1/Scn9a/Cnr1/Cntnap2
GO:0007163	GO:0007163	establishment or maintenance of cell polarity	3	3/626	Fgf10/Ccl19/Ccl21a
GO:0051301	GO:0051301	cell division	3	3/626	Fbxl7/Pdgfc/Ptn
GO:0051651	GO:0051651	maintenance of location in cell	3	3/626	Ccl19/Ccl21a/Clec4b1
GO:2000242	GO:2000242	negative regulation of reproductive process	3	3/626	Zfpm2/Rps6ka2/Gpr149
GO:0019827	GO:0019827	stem cell population maintenance	3	3/626	Fgf10/Ldb2/Ptn
GO:0022404	GO:0022404	molting cycle process	3	3/626	Fgf10/Ldb2/Lrig1
GO:0042303	GO:0042303	molting cycle	3	3/626	Fgf10/Ldb2/Lrig1
GO:0048771	GO:0048771	tissue remodeling	3	3/626	Fgf10/Dbh/Ptn
GO:0098727	GO:0098727	maintenance of cell number	3	3/626	Fgf10/Ldb2/Ptn
GO:0045926	GO:0045926	negative regulation of growth	3	3/626	Sema6d/Sema3a/G6pd2
GO:0031640	GO:0031640	killing of cells of another organism	3	3/626	Ccl27b/Ccl19/Ccl21a
GO:0140975	GO:0140975	disruption of cellular component of another organism	3	3/626	Reg2/Reg1/Reg3g
GO:0042698	GO:0042698	ovulation cycle	3	3/626	Gpr149/Bmpr1b/Ptn
GO:0002262	GO:0002262	myeloid cell homeostasis	2	2/626	Pde4b/G6pd2
GO:0002440	GO:0002440	production of molecular mediator of immune response	2	2/626	Angpt1/Dhx36
GO:0002520	GO:0002520	immune system development	2	2/626	Fgf10/Ccl21a
GO:0031294	GO:0031294	lymphocyte costimulation	2	2/626	Ccl19/Ccl21a
GO:0032259	GO:0032259	methylation	2	2/626	Hnmt/Mettl15
GO:0032963	GO:0032963	collagen metabolic process	2	2/626	Col5a1/Mmp16
GO:1990845	GO:1990845	adaptive thermogenesis	2	2/626	Dbh/Pdgfc
GO:0006903	GO:0006903	vesicle targeting	2	2/626	Nlgn1/Pclo
GO:0022406	GO:0022406	membrane docking	2	2/626	Rab3c/Rims2
GO:0097194	GO:0097194	execution phase of apoptosis	2	2/626	Xkr6/Gm20594
GO:0098743	GO:0098743	cell aggregation	2	2/626	Col11a1/Bmpr1b
GO:0022602	GO:0022602	ovulation cycle process	2	2/626	Gpr149/Bmpr1b
GO:0044703	GO:0044703	multi-organism reproductive process	2	2/626	Ptn/Mug1
GO:0007585	GO:0007585	respiratory gaseous exchange by respiratory system	2	2/626	Spef2/Nlgn1
GO:0035264	GO:0035264	multicellular organism growth	2	2/626	Slc4a10/Cntnap2
GO:0044706	GO:0044706	multi-multicellular organism process	2	2/626	Ptn/Mug1
GO:0060384	GO:0060384	innervation	2	2/626	Sema3a/Lrig1
GO:0044403	GO:0044403	biological process involved in symbiotic interaction	2	2/626	Dynlt1c/Tmprss11a
GO:0042752	GO:0042752	regulation of circadian rhythm	2	2/626	Nlgn1/Kcna2
GO:0035176	GO:0035176	social behavior	2	2/626	Brinp1/Cntnap2
GO:0001776	GO:0001776	leukocyte homeostasis	1	1/626	Pde4b
GO:0045058	GO:0045058	T cell selection	1	1/626	Skint1
GO:0045103	GO:0045103	intermediate filament-based process	1	1/626	Flg
GO:0019058	GO:0019058	viral life cycle	1	1/626	Tmprss11a
GO:0050792	GO:0050792	regulation of viral process	1	1/626	Dynlt1c
GO:0007340	GO:0007340	acrosome reaction	1	1/626	Glrb
GO:0007566	GO:0007566	embryo implantation	1	1/626	Mug1
GO:0009566	GO:0009566	fertilization	1	1/626	Glrb
GO:0051321	GO:0051321	meiotic cell cycle	1	1/626	Rps6ka2
GO:1903046	GO:1903046	meiotic cell cycle process	1	1/626	Rps6ka2
GO:0002021	GO:0002021	response to dietary excess	1	1/626	Cntnap2
GO:0030431	GO:0030431	sleep	1	1/626	Kcna2
GO:0032941	GO:0032941	secretion by tissue	1	1/626	Fgf10
GO:0007568	GO:0007568	aging	1	1/626	Cnr1
GO:0031128	GO:0031128	developmental induction	1	1/626	Fgf10
GO:0031987	GO:0031987	locomotion involved in locomotory behavior	1	1/626	Adgrl3
GO:0060206	GO:0060206	estrous cycle phase	1	1/626	Gpr149
GO:0042753	GO:0042753	positive regulation of circadian rhythm	1	1/626	Nlgn1
GO:0045760	GO:0045760	positive regulation of action potential	1	1/626	Cntnap2
GO:1900454	GO:1900454	positive regulation of long-term synaptic depression	1	1/626	Grid2
GO:1902632	GO:1902632	positive regulation of membrane hyperpolarization	1	1/626	Hcn1
GO:1900272	GO:1900272	negative regulation of long-term synaptic potentiation	1	1/626	Ptn
GO:1905953	GO:1905953	negative regulation of lipid localization	1	1/626	Mup1
GO:0060306	GO:0060306	regulation of membrane repolarization	1	1/626	Cacna2d1
