chr	start	end_x	strand	name	end_y	b1	b2
chr4	42772860	42773993	-1	Ccl21a	42773993		
chr4	42781928	42856771	-1	Gm12394	42856771		
chr4	49661611	49845744	-1	Grin3a	49845744		
chr4	60498012	60501960	-1	Mup1	60501960		
chr4	60578260	60582199	-1	Mup10	60582199		
chr4	60737383	60741326	-1	Mup12	60741326		
chr4	61224307	61228286	-1	Mup13	61228286		
chr4	61300023	61304000	-1	Mup14	61304000		
chr4	61435790	61439743	-1	Mup15	61439743		
chr4	61515592	61519531	-1	Mup16	61519531		
chr4	61591929	61595871	-1	Mup17	61595871		
chr4	65124174	65357509	1	Pappa	65357509		
chr4	65380803	66404611	-1	Astn2	66404611		
chr4	68761514	68954397	-1	Brinp1	68954397		
chr4	71755643	71757965	-1	Gm11232	71757965		
chr4	72850583	72852634	-1	Aldoart1	72852634		
chr4	73401032	73405072	-1	Gm11487	73405072		
chr4	74013442	74202214	1	Frmd3	74202214		
chr4	75941238	78211961	-1	Ptprd	78211961		
chr4	84884309	85131921	1	Cntln	85131921		
chr4	85205126	85639195	1	Sh3gl2	85639195		
chr4	85514172	86428385	1	Adamtsl1	86428385		
chr4	86983124	87230477	-1	Slc24a2	87230477		
chr4	90218820	90225702	1	Zfp352	90225702		
chr4	91250763	91400785	-1	Elavl2	91400785		
chr4	92144329	92147234	-1	Izumo3	92147234		
chr4	92190744	92191749	-1	Gm12666	92191749		
chr4	93334138	93335511	-1	Tusc1	93335511		
chr4	96099318	96141152	-1	Cyp2j12	96141152		
chr4	96195197	96236659	-1	Cyp2j7	96236659		
chr4	96294508	96348662	-1	Cyp2j11	96348662		
chr4	96444596	96507386	-1	Cyp2j8	96507386		
chr4	96723647	96785186	-1	Gm12695	96785186		
chr4	102087543	102607259	1	Pde4b	102607259		
chr4	103619359	104744844	1	Dab1	104744844		
chr4	110203722	110351909	-1	Elavl4	110351909		
chr4	110397661	111664324	1	Agbl4	111664324		
chr4	111875375	111902918	-1	Slc5a9	111902918		
chr4	111919392	111950358	1	Skint8	111950358		
chr4	111972923	111988223	1	Skint7	111988223		
chr4	112006269	112029538	1	Skint1	112029538		
chr4	112072016	112168076	1	Skint4	112168076		
chr4	112232245	112300468	1	Skint3	112300468		
chr4	112385969	112433985	-1	Skint9	112433985		
chr4	112557194	112652248	1	Skint2	112652248		
chr4	112711147	112774866	-1	Skint10	112774866		
chr4	112804616	113286973	-1	Skint6	113286973		
chr4	113477891	113999503	-1	Skint5	113999503		
chr4	115299046	115332815	1	Cyp4a12a	115332815		
chr4	115411624	115439034	1	Cyp4a12b	115439034		
chr4	115452604	115471062	1	Cyp4a30b	115471062		
chr4	115486200	115496142	-1	Cyp4a14	115496142		
chr4	115518264	115533649	1	Cyp4a10	115533649		
chr4	115563649	115579015	1	Cyp4a31	115579015		
chr4	115600969	115621602	1	Cyp4a32	115621602		
chr4	115624725	115647723	-1	Cyp4b1	115647723		
chr4	121614271	121622103	-1	Gm12887	121622103		
chr4	144330249	144333465	1	Gm13128	144333465		
chr4	144357942	144364419	1	Gm13119	144364419		
chr4	144372760	144377933	-1	Pramef20	144377933		
chr4	144391674	144408464	-1	Pramef12	144408464		
chr4	144519822	144529353	1	9430007A20Rik	144529353		
chr4	144555000	144565134	-1	Gm13124	144565134		
chr4	144703191	144721404	-1	Gm13178	144721404		
chr4	144777204	144786583	-1	Gm438	144786583		
chr4	145670685	145704441	1	Zfp980	145704441		
chr4	146097298	146126621	1	Zfp987	146126621		
chr4	146156824	146198755	1	Zfp600	146198755		
chr4	146610961	146658160	1	Zfp993	146658160		
chr5	6769010	7344756	-1	Zfp804b	7344756		
chr5	7304119	7311491	1	Tex47	7311491		
chr5	8072352	8368160	-1	Adam22	8368160		
chr5	9266118	9481825	1	9330182L06Rik	9481825		
chr5	9485541	9725170	-1	Grm3	9725170		
chr5	10242041	10246526	-1	Gm5152	10246526		
chr5	10947805	11044948	1	Gm8871	11044948		
chr5	10947807	10952592	1	Gm8857	10952592		
chr5	11127634	11132487	1	Gm8879	11132487		
chr5	11183072	11187810	1	Gm5861	11187810		
chr5	11256033	11260494	1	Gm8890	11260494		
chr5	11341516	11346286	1	Speer1	11346286		
chr5	11416418	11421235	1	Gm8897	11421235		
chr5	11502685	11507417	1	Gm8906	11507417		
chr5	11594913	11599784	1	Gm6460	11599784		
chr5	11681959	11686856	1	Gm8922	11686856		
chr5	11770548	11775300	1	Gm8926	11775300		
chr5	11845539	11850352	1	Gm6465	11850352		
chr5	11918043	11922821	1	4933402N22Rik	11922821		
chr5	13125414	13602565	1	Sema3a	13602565		
chr5	14514918	14863459	1	Pclo	14863459		
chr5	15709501	15714271	-1	Speer4c	15714271		
chr5	15934691	16374511	1	Cacna2d1	16374511		
chr5	16553495	16620152	1	Hgf	16620152		
chr5	16791810	16882052	1	Gm28710	16882052		
chr5	19227036	20704792	1	Magi2	20704792		
chr5	22746059	23275597	1	Lhfpl3	23275597		
chr5	25935791	25942381	-1	Gm21663	25942381		
chr5	25948253	25954417	-1	Gm21671	25954417		
chr5	25965961	25972663	-1	Gm21680	25972663		
chr5	25982030	25988650	-1	Gm21698	25988650		
chr5	25999022	26004798	-1	Gm1979	26004798		
chr5	26098668	26105362	-1	5031410I06Rik	26105362		
chr5	26114764	26121421	-1	Gm10220	26121421		
chr5	26257691	26264308	1	Gm7361	26264308		
chr5	26817203	27727505	1	Dpp6	27727505		
chr5	27495639	27501438	-1	Speer4b	27501438		
chr5	37289098	37336894	-1	Evc	37336894		
chr5	37338499	37425055	1	Evc2	37425055		
chr5	37446825	37717171	-1	Stk32b	37717171		
chr5	42067960	42216798	1	Gm16223	42216798		
chr5	44472132	44799680	-1	Ldb2	44799680		
chr5	48389502	49524907	-1	Kcnip4	49524907		
chr5	57717967	58133230	1	Pcdh7	58133230		
chr5	61808816	61811163	1	G6pd2	61811163		
chr5	63649102	63810546	1	Nwd2	63810546		
chr5	65979358	66004285	-1	9130230L23Rik	66004285		
chr5	66016549	66173118	-1	Rbm47	66173118		
chr5	68031835	68166398	1	Grxcr1	68166398		
chr5	69109285	69341679	-1	Kctd8	69341679		
chr5	70751047	70842617	-1	Gabrg1	70842617		
chr5	70957597	71095849	-1	Gabra2	71095849		
chr5	71442824	71548205	-1	Cox7b2	71548205		
chr5	71569749	71658308	-1	Gabra4	71658308		
chr5	71658113	72149037	1	Gabrb1	72149037		
chr5	81020138	81825133	1	Adgrl3	81825133		
chr5	83278145	83355195	-1	Tecrl	83355195		
chr5	84054761	84417382	-1	Epha5	84417382		
chr5	86410410	86468990	-1	Tmprss11a	86468990		
chr5	86485876	86518600	-1	Tmprss11g	86518600		
chr5	86521898	86632424	-1	Tmprss11f	86632424		
chr5	87240493	87254804	-1	Ugt2b37	87254804		
chr5	87666208	87682578	1	Csn1s1	87682578		
chr5	87692624	87699630	-1	Csn2	87699630		
chr5	87774567	87788797	1	Csn1s2a	87788797		
chr5	87808082	87824426	1	Csn1s2b	87824426		
chr5	87825686	87846387	1	Prr27	87846387		
chr5	87885029	87894174	1	Odam	87894174		
chr5	87925579	87932665	1	Csn3	87932665		
chr5	87969459	87972870	1	2310003L06Rik	87972870		
chr5	87969517	88008277	1	Gm28434	88008277		
chr5	87979439	87981544	1	Cabs1	87981544		
chr5	88002549	88008534	1	Smr3a	88008534		
chr5	88086556	88109053	1	Smr2	88109053		
chr5	88110567	88111530	-1	Gm11116	88111530		
chr5	88154023	88154099	-1	Gm11115	88154099		
chr5	93481829	93540200	-1	Gm16427	93540200		
chr5	93843776	93856107	1	Gm7792	93856107		
chr5	93924777	93929052	-1	Gm16429	93929052		
chr5	94066151	94070545	-1	BC061212	94070545		
chr5	94076385	94080997	1	Gm6351	94080997		
chr5	94218005	94222010	1	Gm3106	94222010		
chr5	94445784	94448653	1	Gm7682	94448653		
chr5	94526287	94546423	1	Gm3139	94546423		
chr5	94612069	94616342	-1	Gm3147	94616342		
chr5	94623979	94626848	1	Gm6509	94626848		
chr5	94648382	94686353	1	Gm6205	94686353		
chr5	94865436	94885388	1	Gm3183	94885388		
chr5	94988626	95026536	1	Gm6367	95026536		
chr5	95182624	95195342	1	Gm16513	95195342		
chr5	95268493	95272768	-1	Gm10424	95272768		
chr5	95510758	95522953	1	Gm3286	95522953		
chr5	95590599	95594875	-1	Gm7971	95594875		
chr5	95731789	95736173	-1	Gm7978	95736173		
chr5	95742014	95746617	1	Gm7982	95746617		
chr5	95775990	95804708	1	E330014E10Rik	95804708		
chr5	130369455	130847412	1	Caln1	130847412		
chr5	130872082	131308497	-1	Galnt17	131308497		
chr6	3685680	3764714	-1	Calcr	3764714		
chr6	8948431	9249032	1	Nxph1	9249032		
chr6	12311610	12749410	-1	Thsd7a	12749410		
chr6	14901349	15441977	1	Foxp2	15441977		
chr6	21215503	21729805	1	Kcnd2	21729805		
chr6	24951141	24956297	-1	Tmem229a	24956297		
chr6	27275119	28135178	-1	Grm8	28135178		
chr6	28239927	28398005	-1	Zfp800	28398005		
chr6	32050246	32058921	1	1700012A03Rik	32058921		
chr6	32144268	32588192	-1	Plxna4	32588192		
chr6	36388084	36528414	1	Chrm2	36528414		
chr6	36714929	36810220	-1	Ptn	36810220		
chr6	36846022	37300184	-1	Dgki	37300184		
chr6	40628831	40769123	1	Mgam	40769123		
chr6	40778711	40855600	1	Mgam2-ps	40868164		
chr6	40878794	40887494	-1	Moxd2	40887494		
chr6	40895270	40900387	-1	Prss58	40900387		
chr6	40920437	40940557	-1	1700074P13Rik	40940557		
chr6	40964754	40968435	1	1810009J06Rik	40968435		
chr6	40995830	40999479	-1	Gm2663	40999479		
chr6	41302269	41305532	1	Try4	41305532		
chr6	41311233	41316841	-1	Try5	41316841		
chr6	41354105	41357914	1	Try10	41357914		
chr6	41373814	41377678	-1	Prss3	41377678		
chr6	41392356	41397230	1	Gm5771	41397230		
chr6	41442216	41446145	-1	Gm10334	41446145		
chr6	41458932	41463786	1	Prss1	41463786		
chr6	41521787	41525079	1	Prss2	41525079		
chr6	41686330	41704339	-1	Kel	41704339		
chr6	41768770	41775177	-1	Olfr459	41775177		
chr6	41847535	41852065	1	Pip	41852065		
chr6	41852989	41864413	1	Sval2	41864413		
chr6	41951630	41956098	1	Sval1	41956098		
chr6	41968140	41973090	1	Sval3	41973090		
chr6	42038394	42042851	1	Sva	42042851		
chr6	42668002	42710088	-1	Tcaf1	42710088		
chr6	42739371	42746963	1	Olfr453	42746963		
chr6	42756404	42763231	1	Olfr38	42763231		
chr6	42785093	42791619	1	Olfr452	42791619		
chr6	42811939	42819081	1	Olfr450	42819081		
chr6	42834384	42839516	1	Olfr449	42839516		
chr6	42890441	42899085	1	Olfr448	42899085		
chr6	42908878	42914273	1	Olfr447	42914273		
chr6	42921377	42931141	1	Olfr446	42931141		
chr6	42949067	42956764	1	Olfr444	42956764		
chr6	43106369	43117803	1	Olfr441	43117803		
chr6	43146567	43157169	1	Olfr237-ps1	43157169		
chr6	43163282	43169861	1	Olfr437	43169861		
chr6	43172140	43177460	1	Olfr13	43177460		
chr6	43197146	43203629	1	Olfr435	43203629		
chr6	45059357	47304213	1	Cntnap2	47304213		
chr6	55836895	55978735	1	Ccdc129	55978735		
chr6	56069804	56569103	-1	Pde1c	56652487		
chr6	56997243	57009825	1	Vmn1r6	57009825		
chr6	57024106	57025324	-1	Vmn1r7	57025324		
chr6	57032284	57037391	1	Vmn1r8	57037391		
chr6	57066787	57074906	1	Vmn1r9	57074906		
chr6	57109454	57115035	1	Vmn1r10	57115035		
chr6	57133455	57139617	1	Vmn1r11	57139617		
chr6	57156919	57165329	1	Vmn1r12	57165329		
chr6	57203290	57214799	1	Vmn1r13	57214799		
chr6	57231686	57240885	1	Vmn1r14	57240885		
chr6	57257952	57259972	1	Vmn1r15	57259972		
chr6	57318052	57329494	-1	Vmn1r16	57329494		
chr6	57359239	57363727	-1	Vmn1r17	57363727		
chr6	57376660	57395783	-1	Vmn1r18	57395783		
chr6	57403780	57406034	1	Vmn1r19	57406034		
chr6	57428930	57435261	1	Vmn1r20	57435261		
chr6	57898126	57908028	-1	Vmn1r22	57908028		
chr6	57925842	57926838	-1	Vmn1r23	57926838		
chr6	57954707	57961503	-1	Vmn1r24	57961503		
chr6	57978299	57980810	-1	Vmn1r25	57980810		
chr6	58004934	58015159	-1	Vmn1r26	58015159		
chr6	58301549	58311685	1	Vmn1r29	58311685		
chr6	58434159	58443385	-1	Vmn1r30	58443385		
chr6	58470941	58475330	-1	Vmn1r31	58475330		
chr6	61180324	62382865	1	Ccser1	62382865		
chr6	63255876	64704323	1	Grid2	64704323		
chr6	64729125	64731245	1	Atoh1	64731245		
chr6	65381105	65458150	1	C130060K24Rik	65458150		
chr6	66610543	66618282	-1	Vmn1r33	66618282		
chr6	66635936	66643879	-1	Vmn1r34	66643879		
chr6	66678070	66685906	-1	Vmn1r35	66685906		
chr6	66715257	66719168	-1	Vmn1r36	66719168		
chr6	66729382	66733039	1	Vmn1r37	66733039		
chr6	66774003	66782627	-1	Vmn1r38	66782627		
chr6	67534062	67535796	-1	Tacstd2	67535796		
chr6	73468573	73469667	-1	4931417E11Rik	73469667		
chr6	76495432	76497784	-1	Gm9008	76497784		
chr6	76881637	77979699	-1	Ctnna2	77979699		
chr6	77242689	77257791	1	Lrrtm1	77257791		
chr6	78395623	78408106	1	Reg2	78408106		
chr6	78422711	78428667	1	Reg1	78428667		
chr6	78466269	78468872	-1	Reg3g	78468872		
chr6	79817916	79818364	1	Gm20594	79818364		
chr6	80018877	80810143	1	Lrrtm4	80810143		
chr6	89931649	89940598	-1	Vmn1r45	89940598		
chr6	89969313	89986721	1	Vmn1r46	89986721		
chr6	91212455	91272540	1	Fbln2	91272540		
chr6	94500331	94604672	1	Slc25a26	94604672		
chr6	94604529	94700158	-1	Lrig1	94700158		
chr6	96113154	96657198	1	Fam19a1	96657198		
chr6	96164497	96166243	-1	1700123L14Rik	96166243		
chr6	96831203	97060413	-1	Fam19a4	97060413		
chr6	102162655	102573101	-1	Cntn3	102573101		
chr6	103510586	103750211	1	Chl1	103750211		
chr6	104492790	104863406	1	Cntn6	104863406		
chr6	105677660	106699310	1	Cntn4	106699310		
chr6	106780201	106800077	-1	Crbn	106800077		
chr6	107529768	107570214	1	Lrrn1	107570214		
chr6	110645581	111567230	1	Grm7	111567230		
chr6	114131241	114249952	1	Slc6a11	114249952		
chr6	121732932	121789084	1	Gm7298	121789084		
chr6	121838541	121889057	1	Mug1	121889057		
chr6	122006761	122085965	1	Mug2	122085965		
chr6	122990367	123024105	1	Clec4a4	123024105		
chr6	123049962	123071555	1	Clec4b1	123071555		
chr6	123106428	123143999	1	Clec4a2	123143999		
chr6	123172893	123204671	1	Clec4b2	123204671		
chr6	123229843	123247021	1	Clec4n	123247021		
chr6	123262111	123275265	1	Clec4d	123275265		
chr6	123281789	123289870	-1	Clec4e	123289870		
chr6	123308333	123336537	1	Vmn2r19	123336537		
chr6	132893011	132893940	1	Tas2r113	132893940		
chr6	133292216	133295792	1	5530400C23Rik	133295792		
chr6	138362918	138581968	-1	Lmo3	138581968		
chr7	3816781	3825687	-1	Gm15448	3825687		
chr7	3836812	3845051	-1	Pira2	3845051		
chr7	3884242	3898120	-1	Gm14548	3898120		
chr7	5298547	5351035	-1	Nlrp2	5351035		
chr7	5350537	5360682	1	Gm5065	5360682		
chr7	5401681	5413396	-1	Vmn1r58	5413396		
chr7	7282309	7300851	-1	Clcn4	7300851		
chr7	7334149	7374573	-1	Gm45783	7374573		
chr7	7550967	7566786	-1	Vmn2r33	7566786		
chr7	7786151	7819867	-1	Vmn2r35	7819867		
chr7	8136950	8161654	-1	Vmn2r41	8161654		
chr7	8906772	8931504	-1	Vmn2r40	8931435		
chr7	9205546	9223653	-1	Vmn2r37	9223653		
chr7	9816782	9841325	-1	Vmn2r47	9841325		
chr7	9927624	9953585	-1	Vmn2r48	9953585		
chr7	9976245	9992139	-1	Vmn2r49	9992257		
